11  object  t1	2.130041	2.741485	6.897065	14.825445	16.673601	11.342747	6.068772	4.106649	2.810247	13.319714	6.397295	2.007712	5.798735	12.611865	6.078473	4.435079	10.450774	0.1461	-0.281675	0.992019	2.47898	3.02707	2.887533	10.7075	5.691899	12.768374	16.836136	16.820267	7.995097	6.569749	5.578092	1.541867	11.539349	10.374446	8.443446	14.631711	12.980732	12.479568	-1.960498	3.290296	3.034755	4.946851	5.315454	1.33612	0.670505	0.389204
12  object4  t2	2.362471	2.106074	7.957689	13.642245	17.082457	13.197355	8.214074	6.209383	-0.068467	14.085917	10.154078	6.349654	5.795949	12.36027	5.755722	5.272764	12.370638	0.965592	0.480178	2.215066	2.834878	3.576568	2.602883	10.795321	2.511573	9.243723	14.885684	17.825096	9.453227	7.262235	5.704427	0.858246	13.556732	11.721378	10.397069	13.289548	11.08511	12.714458	-1.562773	6.17763	4.028101	6.833911	6.696183	2.732271	1.81183	0.320235
13  object16  t3	2.720773	3.456363	9.229609	15.537851	17.716145	12.115782	6.879274	5.989728	1.147065	12.842504	8.329169	2.283885	5.598804	13.860879	3.331851	5.704192	11.157312	1.381383	0.769079	0.758672	1.194007	1.378061	2.053295	11.884411	6.307818	12.229696	17.72818	17.777094	9.396567	8.122555	7.451463	1.716114	11.573857	9.520784	7.652928	15.88141	14.296481	14.131948	-1.294595	3.856531	1.732359	3.577096	3.379276	0.556937	-0.335398	0.29979
14  object64  t4	4.102062	3.304268	9.647489	15.579211	15.74473	9.056805	5.378719	4.817544	0.294822	11.762669	6.110454	0.9578	7.184586	16.322523	6.451652	6.769045	10.693555	1.103113	1.025825	0.529595	0.472483	0.521773	0.876998	14.759377	8.721077	14.536227	18.322027	17.742998	8.348972	6.834949	5.267267	2.463496	9.506767	8.058885	6.110811	18.874762	17.451435	14.356397	-0.552875	3.247775	1.038432	2.562657	2.058685	0.112676	-0.303131	1.487854
15  object256  t5	1.564593	1.633584	8.294028	13.971734	14.244406	8.740735	6.229803	4.928743	-0.667206	11.838495	7.190674	2.010865	6.036362	16.544849	8.956423	6.539017	10.268295	-0.041169	0.601242	0.709912	1.412042	1.665245	2.080054	17.11598	7.04081	16.051453	17.331699	15.393538	8.887358	8.267808	7.162419	0.853311	7.590121	7.887623	6.898149	20.414192	18.898043	14.227886	-0.898852	3.256599	0.821792	2.306664	3.556526	1.537529	0.957038	1.972983
16  object  p1	0.033408	0.006223	0	0	0	0	0	0.000043	0.005045	0	0	0.044939	0	0	0	0.00001	0	0.883834	0.778207	0.321422	0.013336	0.002531	0.003965	0	0	0	0	0	0	0	0	0.123416	0	0	0	0	0	0	0.050209	0.001035	0.002468	0.000001	0	0.181808	0.502688	0.697212
17  object4  p2	0.018341	0.035443	0	0	0	0	0	0	0.945518	0	0	0	0	0	0	0	0	0.334476	0.631208	0.026977	0.004675	0.000364	0.009379	0	0.012173	0	0	0	0	0	0	0.39097	0	0	0	0	0	0	0.118414	0	0.00006	0	0	0.006399	0.070308	0.74885
18  object16  p3	0.006624	0.00057	0	0	0	0	0	0	0.251629	0	0	0.022584	0	0	0.000894	0	0	0.167469	0.442032	0.448238	0.23275	0.168489	0.040299	0	0	0	0	0	0	0	0	0.086446	0	0	0	0	0	0	0.195759	0.000122	0.083515	0.000364	0.000754	0.577706	0.737375	0.764402
19  object64  p4	0.000044	0.000985	0	0	0	0	0	0.000002	0.768219	0	0	0.338396	0	0	0	0	0	0.270234	0.305216	0.59651	0.636652	0.601925	0.380696	0	0	0	0	0	0	0	0	0.013923	0	0	0	0	0	0	0.580475	0.001201	0.299314	0.01053	0.039779	0.910359	0.76187	0.137099
20  object256  p5	0.117988	0.102655	0	0	0	0	0	0.000001	0.504773	0	0	0.044603	0	0	0	0	0	0.96713	0.547795	0.477913	0.158248	0.096172	0.037771	0	0	0	0	0	0	0	0	0.393679	0	0	0	0	0	0	0.368956	0.001165	0.41138	0.021274	0.000393	0.124473	0.338781	0.048768
